Product_logo,Product_name,Product_title,Product_subtitle,rating_stars,number_of_ratings,price
https://ga1.imgix.net/logo/o/10198-3593387691.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,NeuQs Free Helpdesk,Web-based help desk and support application,"NeuQs Free Help Desk ensures delivery of professional levels of service through management and feedback.
 Based on .Net technologies; uses scalable SQL Server.It conforms to ITIL Standards, featuring rapid help desk ticket creation through intuitive forms, acceptance of new calls via email.",,,
https://ga0.imgix.net/logo/o/115315-1550148677-073439?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mr Wolf,Customer support automation with machine learning & NLP,"Mr Wolf is a customer support automation system with machine learning and NLP (neuro-linguistic programming) technology which supports the automation of business processes such as customer service, sales, accounting, finance, logistics, or IT. ",,,
https://ga1.imgix.net/logo/o/100146-3526880349.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ITSM 365,Customizable Service Desk for any business small or large,"Out-of-the-box solution covering all your needs. Manage incidents, problems, tasks and changes. Get the approval from your users. Sign and control SLA contract. Build your configuration database & knowledge base. ",,,$24.90
https://ga1.imgix.net/logo/o/9415-3613777646.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ETran,Cloud-based accounting tool for managing payment processing,"FTNI’s ETran solution helps customers streamline payment processing and minimize risk by consolidating Remote Deposit Capture, single and recurring ACH and credit/debit card transactions, on a single platform, in a managed services environment. ",,,
https://ga1.imgix.net/logo/o/114907-1548137062-0213158?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ConfirmKit,User research platform for teams and product people,"ConfirmKit is a user research platform that helps product organizations of all sizes to discover what their users really want. ConfirmKit helps product teams to conduct, analyze and store qualitative data from user interviews, highlight patterns / trends in data, and ultimately improve their product",,,$29
https://ga0.imgix.net/logo/o/8771-342848453.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,CRMdesk,CRMdesk: Web-based helpdesk for customer support automation,"CRMdesk is very efficient web-based help desk software for knowledgebase management and customer support automation over the Internet.
CRMdesk allows supporting an unlimited number of customers and may be seamlessly integrated with a company’s web site.",,,$49
https://ga0.imgix.net/logo/o/106659-1488803407-6166446?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Cingo,Omni-channel customer service platform,"Cingo is an omni-channel customer service platform designed to help companies provide seamless customer support with live chat, email & video & VoIP calling. ",,,$50
https://ga0.imgix.net/logo/o/9720-695677574.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Beevolve,Social Media Monitoring & Analytics Platform,"Monitor what people are saying online about your market, brand, product/service and competitors. Generate leads and increase sales through social media by connecting to people at their point of need. Organically market your product on social media by participating in conversations with your potential customers, existing customers and influential opi",,,$49.99
https://ga1.imgix.net/logo/o/101449-1431295704-3004856?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,iTouchVision Consumer Goods,Support your customers ,"Consumer Goods is specifically designed to meet the needs of a broad range of consumer goods companies. Based on our proven, configurable, highly scalable, and . ",,,£89.98
https://ga1.imgix.net/logo/o/20473-3705463209.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,HelpMaster,"Helpdesk, service desk and customer support software","HelpMaster is used for helpdesk, service desk, IT service management and ITIL-based tech-shops. CRM, ticketing, web self-service, email to ticket conversion, asset management and workflow to help you streamline your customer support operations. ",5.0,1,$695
https://ga0.imgix.net/logo/o/106673-1488885606-6954336?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Gladly,Gladly is a Cloud-based customer service platform,Gladly is a cloud-based customer service platform that helps agents to track client communication occurring on multiple channels through a single interface. ,5.0,1,
https://ga0.imgix.net/logo/o/102049-1444837590-601354?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Brand Embassy,Social Customer Service Software,Digital Customer Service Platform. ,5.0,1,
https://ga0.imgix.net/logo/o/101041-1423754493-687249?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,AireContact,Multi-channel call centre software,"AireContact offers a hosted, multi-channel contact centre to manage inbound and outbound calls, email, chat, and social media in one place. ",5.0,1,
https://ga1.imgix.net/logo/o/109403-1503661788-0421348?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Gluru AI,Customer experience management with AI and machine learning,MIND is a customer experience management solution striving to create a conversational mind for business knowledge by using AI and machine learning. ,3.5,4,$500
https://ga0.imgix.net/logo/o/90532-1532529479-5049047?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,KronoDesk,Powerful help desk & service management software,"KronoDesk is a cloud-based and on-premise integrated customer support system that includes help desk ticketing, customer support forums and an online knowledge base in a single user interface. Designed specifically for software support teams, KronoDesk feeds the application lifecycle from end-to-end",3.5,4,$19.99
https://ga0.imgix.net/logo/o/103459-1460714999-495665?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Adxstudio Portals,Microsoft Dynamics CRM-integrated web portals,"Adxstudio Portals is a portal-based web engagement platform with Dynamic CRM integration for community, retail, government, and customer service sectors. ",4.0,2,$995
https://ga1.imgix.net/logo/o/90805-1568732907-9611533?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Vivocha,Next Generation Customer Interaction Platform,Vivocha is a cloud-based service tailored to businesses looking to engage with their customers online using the most effective communication channel at the right time. ,4.5,2,$52
https://ga1.imgix.net/logo/o/111209-1512402833-5669131?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,EdCast,AI-powered knowledge cloud for personalized learning,EdCast is an AI-powered knowledge and learning content management platform for unified discovery and personalized learning for enterprises within any industry. ,5.0,1,
https://ga0.imgix.net/logo/o/113991-1538066840-1972027?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Paldesk,Live chat & omni-channel helpdesk software,"Paldesk is a live chat and omni-channel helpdesk solution for customer service and sales teams which allows users to track and manage interactions with customers from one central dashboard. A Paldesk widget can be embedded into the company website to provide online, instant support to clients.",4.8,10,$9
https://ga1.imgix.net/logo/o/133199-1588831713-4553506?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,HubbubHR,Comprehensive human resources management solution,"HubbubHR is a talent software suite designed to help global midsize companies manage the entire human resources lifecycle, from compensation to succession planning. HR managers can gain visibility into global assignment & relocation in real-time using built-in document upload and data import tools.",4.6,10,$2
https://ga0.imgix.net/logo/o/2026235-1600852134-109544?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,EVERFI,Cloud-based learning and training management systems,"EVERFI helps organizations create, launch & manage learning programs. The platform lets educational institutions & businesses handle the safety & wellness of students via coaching plans focusing on alcohol & substance misuse, sexual assault prevention, diversity & inclusion & mental well-being.",5.0,1,
https://ga0.imgix.net/logo/o/101191-1532950249-1918275?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Subiz,Website-integrated Live Chat Software,Provide premium customer service with Subiz live chat. ,5.0,10,$9.59
https://ga1.imgix.net/logo/o/91551-1592349360-8795326?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,CustomerGauge,Customer experience management platform for B2B companies,"CustomerGauge is a Software-as-a-Service (SaaS) platform that uses Net Promoter® to measure and report on customer feedback in real time. Because CustomerGauge already has all the pieces in place, a program can be up and running much faster than comparable in-house programs.",4.82,11,
https://ga0.imgix.net/logo/o/100641-1415011638-765378?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SupportBee,Customer support help desk software,SupportBee is the ticketing system for companies that pride themselves in their relationships with their customers. ,4.35,26,$13
https://ga0.imgix.net/logo/o/110125-1527607603-173419?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,GroSum,Cloud-based employee performance management software,"GroSum is a new age employee feedback, goal, and performance management solution designed to help CEOs improve employee performance, engagement, and retention. ",4.88,8,$4
https://ga0.imgix.net/logo/o/109841-1555585554-8586888?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mi4biz,End-to-end omnichannel customer experience management,"Mi4biz is a cloud-based, end-to-end issue management solution which offers omni-channel communication, escalation, automated workflows & advanced reporting capabilities. The platform allows users to create issue-specific workflows, assign tasks, track performance, identify route causes, and more.",4.71,17,$55
https://ga0.imgix.net/logo/o/91294-1464879702-201409?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Iridize,Enterprise grade product training and user onboarding,Iridize is a powerful platform for creating interactive product guides and walkthroughs for employee training and web users. ,4.7,20,$500
https://ga0.imgix.net/logo/o/91566-1493469107.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Vocalcom,Omnichannel Cloud Contact Center Solutions,"Vocalcom's contact center software aids customer service through features such as IVR, ACD, routing, case management, call recording, agent monitoring, & more. ",4.9,15,$65
https://ga1.imgix.net/logo/o/1003379-1597718622-1855679?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,C-Desk,Cloud-based help desk software for customer support teams,"C-Desk is a cloud-based help desk software that provides businesses with tools to manage service requests and facilitate communication across teams. Administrators can create multiple service categories, assign them to specific employees or departments & receive notifications about overriding SLAs.",4.74,27,
https://ga0.imgix.net/logo/o/90943-1581699452-3227627?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,3CLogic,Cloud Call Center Solutions,"With 3CLogic's full suite of contact center and voice-enabled features, easily manage your voice channel with its advanced IVR, CTI, ACD, speech analytics, and CRM integration capabilities, designed to improve the quality of service to end-customers while improving agent efficiency.",4.31,48,
https://ga1.imgix.net/logo/o/102779-1504877423-255705?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Magentrix,We make portals. It's not magic. It's Magentrix.,Need to have customers log in and view or update their information? Self-service knowledge base with answers and log tickets? Consume documentation or download updates? Magentrix can help. ,4.71,24,
https://ga0.imgix.net/logo/o/100699-1539687129-4661548?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Deskpro,Customer service software you can depend on,"Customer service software you can depend on, with ticketing for email, live chat and voice. Available on cloud and on-premise. ",4.59,34,$15
https://ga1.imgix.net/logo/o/91650-2584161013.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Casengo,"Customer Support Software for Live Chat, Email and Twitter","Casengo’s cloud application for customer support empowers online retailers and other small businesses to respond to customer questions faster and better than ever. One team inbox for customer chats, emails and social media posts. Improve your helpdesk!",4.67,18,
https://ga0.imgix.net/logo/o/109689-1504855179-2012646?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Quiq Messaging,"Business messaging solution - SMS, FB Messenger, Kik, & Chat","Quiq business messaging connects companies with their customers on the channels they are already using, SMS/Text, Facebook Messenger, Kik, and Chat. ",4.54,35,$3000
https://ga0.imgix.net/logo/o/119823-1563202506-7937908?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Smith.ai Chat,Smith.ai Live Chat & AI Chatbot is the superior 24/7 service,"Smith.ai Live Chat with AI Chatbot is the fast & friendly way to capture, screen & convert website leads 24/7. ",4.96,23,$140
https://ga1.imgix.net/logo/o/102115-1599556459-002437?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,eDesk,The World's #1 eCommerce Help Desk,Customer support tickets matched with order data from everywhere you sell - unified into a simple system your team will love. ,4.47,44,$35
https://ga0.imgix.net/logo/o/101875-1574792107-2010183?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Sharpen,Happy Agents. Happy Customers.,Sharpen is the agent-first contact center built to help you prioritize your agents and strategically improve customer experiences. ,4.43,47,$139
https://ga1.imgix.net/logo/o/103357-1573225365-6888797?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,iorad,Create application instructions and step-by-step tutorials ,Create & share how-to's to quickly support your customers in a snap. ,4.68,34,$100
https://ga0.imgix.net/logo/o/108305-1498580319-6047647?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Traineaze,"Online employee, partner & customer training platform","Traineaze is a cloud-based learning platform for creating & delivering online training courses with quizzes, completion certificates, real-time reporting & more. ",4.74,46,$49
https://ga1.imgix.net/logo/o/2035491-1604381884-9708?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Influence,Social proof marketing software for businesses of all sizes,"Influence helps businesses track user activities, visitor traffic, sales trends, and other marketing data on a unified portal. The platform lets organizations display a variety of data like reviews, feedback, customer signups, sales, and more across websites via custom notifications in real-time.",4.22,65,$21
https://ga0.imgix.net/logo/o/-1567525123-6834?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Riddle Quiz Maker,Marketing Automation,Beautifully intuitive quiz maker & marketing platform. Create quizzes & personality tests - engage your audience & find more customers. ,4.82,33,$29
https://ga1.imgix.net/logo/o/124703-1570092377-690777?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Whatagraph,All-in-one marketing reporting tool for digital agencies.,"Whatagraph helps agencies and marketers speed up and automate their reporting processes. Build visual and engaging performance reports for your PPC, social media, SEO, and other marketing channels! ",4.31,52,$108
https://ga1.imgix.net/logo/o/91326-1587462427-5627246?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Oktopost,Easily manage and measure all of your B2B social media,"Oktopost integrates with marketing automation platforms Act-On, Marketo, Salesfusion, Pardot, Hubspot and more. All social clicks are automatically synced. ",4.39,60,
https://ga1.imgix.net/logo/o/107257-1494581262-358986?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,FeedOtter,RSS emailing for Pardot & Marketo marketing automation users,"FeedOtter enables email marketing professionals to send blog digest and RSS-based emails from Salesforce's Pardot or Marketo, with full reporting & analytics. ",4.78,41,$79
https://ga1.imgix.net/logo/o/105899-1481220608-6189616?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Real Magnet,Cloud-based email & cross-channel marketing automation,"Real Magnet is a web-based marketing solution for creating & automating custom cross-channel email & social campaigns, with engagement insights & visualizations. ",4.53,49,$200
https://ga1.imgix.net/logo/o/91080-1568037869-429431?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mailrelay,Biggest Free Forever Account Ever,Mailrelay is an email marketing tool with a strong focus on client support and delivery. ,4.37,79,$32
https://ga1.imgix.net/logo/o/110577-1509029316-1372292?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ContactPigeon,Omnichannel customer engagement for eCommerce and Retail,"ContactPigeon is a marketing personalization & automation software which includes features designed to work with eCommerce to engage, retain, & grow customers. ",4.9,31,$180
https://ga0.imgix.net/logo/o/107649-1496846074-652397?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Envoke,Lead generation tool for marketers,Envoke is an online lead generation software which provides marketers with the tools to capture and nurture leads using custom landing pages & email programs. ,4.69,55,
https://ga1.imgix.net/logo/o/104561-1469701046-4566274?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,1PointMail,Cloud-based email marketing platform,1PointMail is an email marketing solution that supports the entire marketing process and helps in execution of campaigns across various channels. ,4.8,46,$49
https://ga0.imgix.net/logo/o/106551-1487844607-6926205?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Wisepops,Intelligent popup & marketing automation platform,"Wisepops is an intelligent popup & marketing automation platform designed to provide marketers with the tools to create, track & test website popups easily. ",4.87,46,$49
https://ga0.imgix.net/logo/o/129791-1600938750-9266188?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Madgicx,The 1st AI-backed All-in-one Marketing Platform,"Madgicx takes over the daily ad-buying tasks and lets marketers manage their ad account on autopilot. This way, they can focus on tasks that really move the needle, such as strategy planning, creative production, and more. ",4.95,41,$39
https://ga0.imgix.net/logo/o/105827-1480023605-548626?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Goody,"Customer Loyalty, Marketing and CRM solution","Goody is a customer loyalty & automated marketing solution with which users can create loyalty programs, communicate with customers & track business performance. ",4.43,79,$79
https://ga1.imgix.net/logo/o/20445-1467100859-911588?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mailigen,Email marketing automation. Email + SMS + Social,Automate marketing with Mailigen by Pipedrive. Send personalized emails and perfectly-timed campaigns based on behavioral triggers. ,4.77,53,$10
https://ga0.imgix.net/logo/o/105213-1474365304-8673074?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Delivra,Email marketing & market automation platform for marketers,Delivra is an email marketing and market automation platform to execute digital marketing campaigns for customer engagement. ,4.53,85,$75
https://ga0.imgix.net/logo/o/90729-1527685219-503383?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Breathe,HR Software for effortless people admin | Breathe,"Make appraisals happen, manage objectives and recognise achievements. Schedule 1-2-1 meetings, safely store and share documents with only those who need them. ",4.44,25,£10
https://ga0.imgix.net/logo/o/103343-1459947636-5348694?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Performly,More than Performance Management,Performly is a full performance management cloud-based solution. ,4.88,16,$2
https://ga1.imgix.net/logo/o/106895-1490876705-0314405?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,WorkCompass,Performance appraisal & talent management platform,WorkCompass is a performance appraisal & talent management platform which enables SMBs to track & manage employee performance efficiently & effectively. ,4.04,50,
https://ga1.imgix.net/logo/o/111837-1612131892-1141908?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SlickText,We connect humans to the brands they love.,"SlickText is an SMS marketing platform that enabling organizations grow marketing lists, message customers, share coupons, and raise brand awareness. ",4.87,55,$29
https://ga1.imgix.net/logo/o/113661-1533224048-071996?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Automizy,Email marketing automation for non-technical users,"We help SMBs and Marketing Consultancies convert leads to sales with our intuitive, insightful and ingenious marketing automation platform. ",4.43,28,$9
https://ga0.imgix.net/logo/o/113187-1526480752-1022577?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,AdScale,Advertising performance optimization platform for marketers,"AdScale is a Google AdWords performance optimization platform for digital marketers. The software uses mathematical and statistical models as well as machine learning technology to deliver 24/7 algorithmic bid and budget management, and smart, actionable recommendations for advertisers and agencies.",4.69,32,$39
https://ga0.imgix.net/logo/o/91556-3420915955.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Customer.io,Email connected to your web or mobile,"Send email based on what people do or don't do in your app.

We allow you to send emails to people based on how they use your app. 

We track user behavior, and use techniques pioneered by google to identify the ""needle in a haystack"" in big sets of data.",4.61,23,
https://ga1.imgix.net/logo/o/91214-750487712.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Instiller,The email marketing solution for agencies,Use drag & drop design to create workflows focused on increasing user engagement and improving customer satisfaction through a sequence of automated decisions t. ,4.88,17,£243.75
https://ga0.imgix.net/logo/o/102081-1582138089-1584883?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Iterable,Growth marketing and user engagement platform,Iterable is a full growth-marketing automation and user engagement platform. ,4.27,35,$500
https://ga1.imgix.net/logo/o/110167-1576829907-5571883?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MassMailer,Native email sending to unlimited contacts in Salesforce CRM,"MassMailer is a native email solution for Salesforce CRM that enables users to send unlimited emails, drip campaigns, and email alerts, verify mailing lists, build email templates, and more. Features include email address verification, email success monitoring, and content analysis and optimization.",4.48,27,$49.99
https://ga1.imgix.net/logo/o/131083-1583298097-2553096?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Channable,Feed management and PPC automation tool for businesses,Channable combines powerful data feed management with the possibility to manage Google Shopping campaigns & Search campaigns based on your product feed.  Set up dynamic campaigns based on your product data and automate campaigns inventory- based. This way you always advertise your latest offers.,4.73,22,$39
https://ga0.imgix.net/logo/o/2035747-1604925853-404?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ConvertFlow,Website personalization and lead generation platform,"ConvertFlow is a marketing automation software designed to help agencies and businesses customize, create and launch surveys, landing pages, forms, quizzes, and pop-ups to convert website visitors into leads on a centralized platform. ",4.56,25,$29
https://ga0.imgix.net/logo/o/90505-1437146682-7608705?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Post Planner,You'll look like a social media genius,"Every industry (including yours) has content that is proven to increase engagement.

You just need to FIND this proven content and POST it. ",3.66,106,$7
https://ga1.imgix.net/logo/o/112773-1520939613-415748?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mautic,Open source marketing automation platform,"Mautic is an open source marketing automation platform that allows users to build smarter, multi-channel marketing campaigns including features for lead management, website tracking, drip flow, progressing profiling, contact management, social media monitoring, landing pages, and more",4.24,42,
https://ga0.imgix.net/logo/o/106149-1484239806-4293287?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,OptinMonster,Lead generation software for marketers,"OptinMonster is a cloud-based marketing automation & lead generation tool which offers A/B testing, campaign scheduling, Exit Intent technology, and more. ",4.14,43,$19
https://ga1.imgix.net/logo/o/1074-1504102443-664092?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,VisitorTrack,Lead generation & visitor tracking software,ID who's visiting your site now - and what they've been researching across the web. ,4.59,29,
https://ga1.imgix.net/logo/o/90931-1568036064-1645145?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Bronto,Marketing automation for eCommerce,"The Bronto Marketing Platform is a marketing automation and email, mobile & social campaign creation software for e-commerce businesses and major internet retailers. Bronto provides email marketing, with features for shopping cart abandonment, post-purchase campaigns, and VIP and loyalty programs.",4.03,64,$20000
https://ga0.imgix.net/logo/o/101483-1537182738-9748633?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Jabmo,Industrial Strength Account-Based Marketing,Jabmo identifies company visitors and automatically retargets them with display ads regardless of whether they gave their email address through a webform. ,4.2,50,
https://ga0.imgix.net/logo/o/2302-1564767791-3179932?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Sugar Market,Transform your big ideas into real results.,Sugar Market (formerly Salesfusion) is a leading provider of marketing automation software that is designed for B2B companies who are committed to driving more revenue by aligning marketing and sales. ,4.13,61,$1000
https://ga1.imgix.net/logo/o/91532-1572870583-7495098?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Pure360,All-in-one Platform & Customer Success Team,"Pure360's marketing automation solution helps you deliver better results across the customer lifecycle. Personalise, automate and optimise your marketing. ",4.4,43,
https://ga0.imgix.net/logo/o/101381-1430292903-5267038?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,FreshMail,Email marketing solution,"FreshMail is a marketing software for creating, sending and tracking targeted email campaigns. ",4.4,40,€12
https://ga1.imgix.net/logo/o/114947-1595395463-055198?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MoEngage,An intelligent Customer Engagement Platform,MoEngage Marketing Platform helps businesses grow their customer lifetime value by engaging them throughout their lifecycle with personalized communication. ,4.31,45,
https://ga1.imgix.net/logo/o/108995-1501833833-7277198?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,BlueWinston.com,Innovative product ads automation tool for Google AdWords,BlueWinston is an innovative product ads tool for Google Search product advertising automation which enables users to create & synchronize ads & long-tail keywords for hundreds of products in just a few minutes. ,4.96,23,€39
https://ga0.imgix.net/logo/o/103777-1462901568-5028226?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Exponea,Customer Data Platform with campaign execution capabilities,"Email, SMS, push, FB audiences / messenger, web hooks, banners, notifications, web personalization. ",4.92,24,€0.01
https://ga1.imgix.net/logo/o/9498-1567025944-3445897?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Net-Results,Marketing automation platform for mid-market companies,"Businesses love Net-Results for its easy setup, automated trigger actions, & excellent customer support. It’s ideal for companies with 1 to 20 marketers. ",4.64,33,$800
https://ga0.imgix.net/logo/o/107709-1549972605-2770467?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Synergita,Feedback based employee performance & engagement software,"Synergita is an employee performance & engagement solution for managing appraisals, talent development and review, social recognition & continuous feedback. ",4.33,33,$4
https://ga1.imgix.net/logo/o/170471-1595842416-87001?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Total Expert,Marketing automation tool for financial services industry,"Total Expert is a marketing automation software designed to help credit unions and businesses in the banking and lending sectors manage customers, regulatory compliance, lead generation, client communications, network security, recruiting, and more on a centralized platform.",4.32,28,
https://ga1.imgix.net/logo/o/91680-1501751936-6572037?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Kapost,B2B marketing operating system,"Kapost’s software helps make content marketing easy by managing every step of the process in a single platform with key features including a marketing calendar, workflows, and analytics, with all content types in one place. Kapost helps companies use content to drive more web visitors, nurtured leads and new sales.",4.5,14,$3500
https://ga1.imgix.net/logo/o/91331-321522970.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Bizible,B2B revenue attribution & planning,Bizible is a B2B marketing attribution solution that enables hundreds of companies to optimize for what really matters: revenue. It's called pipeline marketing. ,4.9,10,
https://ga0.imgix.net/logo/o/170599-1594888220-4274247?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,BAZO,"Marketing Automation, Lead Management, Sales Forecasting","BAZO will show you which companies visit your website, where they comes from and what they looks for. Later on, this information can be used to create personalized automations on your site. Contact the company at the right time or create effective pop-ups that will collect phone numbers or emails.",4.9,10,$89
https://ga1.imgix.net/logo/o/106745-1489508107-2755933?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Captavi Platform,All-in-one digital marketing platform,"Captavi is a digital marketing platform that helps manage all inbound & outbound marketing efforts, as well as acquire and retain customers with a seamless CRM. ",4.75,12,$175
https://ga0.imgix.net/logo/o/112393-1542026541-7827451?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Smartech,AI-Powered Personalization & Marketing Automation Platform,"• Develop a High-Impact Campaign Channel Mix
- Don’t restrict yourself to 1 or 2 channels of engagement. Identify what channels work best for standalone campaigns or automated customer journeys and fine-tune your customer engagement strategy accordingly.",4.47,17,
https://ga0.imgix.net/logo/o/103367-1516964466-1978402?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,LeadByte,Lead capture and nurturing in real time,Marketing Automation. ,4.83,12,£299
https://ga0.imgix.net/logo/o/106907-1490954705-382464?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,LeadFox,Web-based lead management & marketing automation solution,"LeadFox is a web-based marketing automation platform that helps SMBs to generate leads, conduct A/B tests, and create email campaigns and landing pages. ",5.0,10,$49.95
https://ga0.imgix.net/logo/o/111345-1513267199-2706528?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Hey Oliver,Marketing automation tool for lead generating websites,"Hey Oliver is a cloud-based marketing automation solution which helps marketing teams optimize lead conversion and target specific customers with personalized campaigns. The platform offers tools including 360 visitor tracking, real time chat, email marketing, drip campaigns, segmentation, and more.",4.83,12,€160
